"Country" "Continent" "LE" "CigCon" "LE.q" "Cont" "Cont2" "HealthExpPC" "Year" "HE" "LogHE" "HE5"
"Swaziland" "Swaziland" "Africa" 34.2 NA "(28.6,40.2]" "Afrc" "Africa" 145.8 2004 "(31.1,152]" 4.98223581957456 "(81.2,212]"
"Sweden" "Sweden" "Europe" 73.3 1202 "(63.4,75]" "Eurp" "Europe" 3532 2004 "(476,6.1e+03]" 8.16961956172385 "(695,6.1e+03]"
"Switzerland" "Switzerland" "Europe" 73.2 NA "(63.4,75]" "Eurp" "Europe" 5571.9 2004 "(476,6.1e+03]" 8.62549138786141 "(695,6.1e+03]"
"Syria" "Syria" "Asia" 61.7 NA "(51.8,63.4]" "Asia" "Asia" 57.8 2004 "(31.1,152]" 4.05698877567833 "(24.2,81.2]"
"Tajikistan" "Tajikistan" "Asia" 54.7 NA "(51.8,63.4]" "Asia" "Asia" 14.1 2004 "[0.3,31.1]" 2.64617479738412 "[0.3,24.2]"
"Tanzania" "Tanzania" "Africa" 40.4 NA "(40.2,51.8]" "Afrc" "Africa" 12 2004 "[0.3,31.1]" 2.484906649788 "[0.3,24.2]"
"Thailand" "Thailand" "Asia" 60.1 1067 "(51.8,63.4]" "Asia" "Asia" 88.1 2004 "(31.1,152]" 4.47847253294213 "(81.2,212]"
"Togo" "Togo" "Africa" 44.6 306 "(40.2,51.8]" "Afrc" "Africa" 17.9 2004 "[0.3,31.1]" 2.88480071284671 "[0.3,24.2]"
"Tonga" "Tonga" "Australia" 61.8 NA "(51.8,63.4]" "Astr" "Australia" 117.1 2004 "(31.1,152]" 4.76302827060367 "(81.2,212]"
"Trinidad and Tobago" "Trinidad and Tobago" "North America" 62 NA "(51.8,63.4]" "NrtA" "N.America" 329.3 2004 "(152,476]" 5.79696918938232 "(212,695]"
"Tunisia" "Tunisia" "Africa" 62.5 1341 "(51.8,63.4]" "Afrc" "Africa" 126 2003 "(31.1,152]" 4.83628190695148 "(81.2,212]"
"Turkey" "Turkey" "Asia" 62 2394 "(51.8,63.4]" "Asia" "Asia" 324.8 2004 "(152,476]" 5.78320960828752 "(212,695]"
"Turkmenistan" "Turkmenistan" "Asia" 54.4 2307 "(51.8,63.4]" "Asia" "Asia" 124.4 2004 "(31.1,152]" 4.82350218030508 "(81.2,212]"
"Tuvalu" "Tuvalu" "Australia" 53 NA "(51.8,63.4]" "Astr" "Australia" NA NA NA NA NA
"Uganda" "Uganda" "Africa" 42.7 180 "(40.2,51.8]" "Afrc" "Africa" 19 2004 "[0.3,31.1]" 2.94443897916644 "[0.3,24.2]"
"Ukraine" "Ukraine" "Europe" 59.2 1456 "(51.8,63.4]" "Eurp" "Europe" 89.7 2004 "(31.1,152]" 4.49647076906475 "(81.2,212]"
"United Arab Emirates" "United Arab Emirates" "Asia" 63.9 NA "(63.4,75]" "Asia" "Asia" 711.2 2004 "(476,6.1e+03]" 6.56695368419969 "(695,6.1e+03]"
"United Kingdom" "United Kingdom" "Europe" 70.6 NA "(63.4,75]" "Eurp" "Europe" 2899.7 2004 "(476,6.1e+03]" 7.97236256234756 "(695,6.1e+03]"
"United States" "United States" "North America" 69.3 1941 "(63.4,75]" "NrtA" "N.America" 6096.2 2004 "(476,6.1e+03]" 8.71542090522725 "(695,6.1e+03]"
"Uruguay" "Uruguay" "South America" 66.2 1396 "(63.4,75]" "SthA" "S.America" 314.7 2004 "(152,476]" 5.75161980407036 "(212,695]"
"Uzbekistan" "Uzbekistan" "Asia" 59.4 1104 "(51.8,63.4]" "Asia" "Asia" 23.2 2004 "[0.3,31.1]" 3.14415227867226 "[0.3,24.2]"
"Vanuatu" "Vanuatu" "Australia" 58.9 NA "(51.8,63.4]" "Astr" "Australia" 58 2004 "(31.1,152]" 4.06044301054642 "(24.2,81.2]"
"Venezuela" "Venezuela" "South America" NA 1079 NA "SthA" "S.America" 195.6 2004 "(152,476]" 5.27607175760072 "(81.2,212]"
"Vietnam" "Vietnam" "Asia" 61.3 NA "(51.8,63.4]" "Asia" "Asia" 30 2004 "[0.3,31.1]" 3.40119738166216 "(24.2,81.2]"
"Yemen" "Yemen" "Asia" 49.3 NA "(40.2,51.8]" "Asia" "Asia" 33.9 2004 "(31.1,152]" 3.5234150143864 "(24.2,81.2]"
"Zambia" "Zambia" "Africa" 34.9 408 "(28.6,40.2]" "Afrc" "Africa" 29.6 2004 "[0.3,31.1]" 3.38777436133001 "(24.2,81.2]"
"Zimbabwe" "Zimbabwe" "Africa" NA 399 NA "Afrc" "Africa" 27.2 2004 "[0.3,31.1]" 3.30321697330195 "(24.2,81.2]"
"Brunei" "Brunei" NA NA NA NA NA NA 473.2 2004 "(152,476]" 6.15951813210423 "(212,695]"
"Congo, Republic of the" "Congo, Republic of the" NA NA NA NA NA NA 27.6 2004 "[0.3,31.1]" 3.3178157727231 "(24.2,81.2]"
"East Timor" "East Timor" NA NA NA NA NA NA 43.5 2004 "(31.1,152]" 3.77276093809464 "(24.2,81.2]"
